"Ukazatel","IndicatorType","Druh zdravotní péče-Úroveň 1","HC.HCU1","Druh zdravotní péče-Úroveň 2","HC.HCU2","Druh zdravotní péče-Úroveň 3","HC.HCU3","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2016","2016","8326.831625"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2017","2017","8950.407153"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2018","2018","9688.664409"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2019","2019","10472.50771"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2020","2020","13865.82198"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2021","2021","12550.86966"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2022","2022","12038.83025"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","7024.59313"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","7255.986647"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","7360.954468"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","7400.112856"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","7623.772012"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","7858.364568"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","8259.831625"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","8881.407153"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","9604.664409"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","10367.50771"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","13797.82198"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","12488.86966"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","11957.83025"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2010","2010","40.97284079"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2011","2011","42.28492594"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2012","2012","44.78981577"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2013","2013","46.04226068"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2014","2014","49.32247356"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2015","2015","62"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2016","2016","67"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2017","2017","69"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2018","2018","84"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2019","2019","105"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2020","2020","68"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2021","2021","62"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Domácnosti","HF3","","","Česko","CZ","2022","2022","81"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","3426.11892"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","3576.468084"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","3644.59072"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2013","2013","3701.201984"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2014","2014","3643.281289"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2015","2015","3719.517884"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2016","2016","3904.609423"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2017","2017","4165.632398"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2018","2018","4653.450616"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2019","2019","5095.812958"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","6499.453883"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","5952.09549"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","6177.057786"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","3598.47421"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","3679.518563"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","3716.363748"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","3698.910872"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","3980.490722"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","4138.846683"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","4355.222202"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","4715.774755"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","4951.213793"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","5271.694755"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","7298.368097"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","6536.774173"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","5780.772462"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2010","2010","59622.98196"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2011","2011","60535.39888"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2012","2012","62270.09793"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2013","2013","59902.25312"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2014","2014","60818.61017"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2015","2015","61203.28054"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2016","2016","62502.32069"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2017","2017","64249.81709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2018","2018","66203.03948"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2019","2019","69932.61086"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2020","2020","80578.15951"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2021","2021","77085.39788"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Celkem","0","","","Česko","CZ","2022","2022","83127.47641"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","37760.3307"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","37715.34816"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","39734.26248"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","38236.11643"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","37668.05768"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","37875.28054"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","38653.32069"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","38763.81709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","39856.03948"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","41789.61086"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","50960.15951"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","43607.39788"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","46397.47641"
