"Ukazatel","IndicatorType","Druh zdravotní péče-Úroveň 1","HC.HCU1","Druh zdravotní péče-Úroveň 2","HC.HCU2","Druh zdravotní péče-Úroveň 3","HC.HCU3","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","5733"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","6405"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","6369"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","1464.475334"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","1497.458051"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","1512.45298"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","1505.350162"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","1619.94505"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","1684.391363"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","1772.449966"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","1824.544165"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","2012.853288"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","2257.793198"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","3280.95347"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","3468.222845"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Dlouhodobá zdravotní péče","HC3","Domácí dlouhodobá zdravotní péče","HC34","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","4085.576853"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2010","2010","7060.925158"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2011","2011","7223.639777"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2012","2012","7315.846216"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2013","2013","7295.283345"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2014","2014","7848.548668"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2015","2015","8169.935277"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2016","2016","8601.89439"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2017","2017","9195.898709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2018","2018","9764.045707"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2019","2019","10863.83355"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2020","2020","12624.64095"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2021","2021","12712.35285"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Celkem","0","","","Česko","CZ","2022","2022","13464.51409"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","6673.308862"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","6823.610732"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","6892.120105"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","6859.708701"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","7381.942152"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","7675.535277"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","8076.89439"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","8677.498709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","9065.045707"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","9982.433548"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","11896.84095"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","11715.15285"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","12268.71409"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2010","2010","387.6162955"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2011","2011","400.0290444"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2012","2012","423.7261105"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2013","2013","435.5746436"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2014","2014","466.6065159"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2015","2015","494.4"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2016","2016","525"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2017","2017","518.4"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2018","2018","699"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2019","2019","881.4"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2020","2020","727.8"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2021","2021","997.2"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Domácnosti","HF3","","","Česko","CZ","2022","2022","1195.8"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","0.12331"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","0.13259"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","0.31446"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2013","2013","0.268519"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2014","2014","0.326602"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2015","2015","0.256733"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2016","2016","0.358563"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2017","2017","0.244896"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2018","2018","0.244807"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2019","2019","0.248518"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","0.200071"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","0.151712"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","0.160502"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","6673.185552"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","6823.478142"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","6891.805645"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","6859.440182"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","7381.61555"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","7675.278544"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","8076.535827"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","8677.253813"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","9064.8009"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","9982.18503"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","11896.64088"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","11715.00114"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Laboratorní služby","HC41","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","12268.55359"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2010","2010","1567.526618"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2011","2011","1605.285513"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2012","2012","1634.487742"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2013","2013","1636.037452"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2014","2014","1759.1634"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2015","2015","1835.301884"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2016","2016","1934.418747"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2017","2017","2052.069278"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2018","2018","2278.66951"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2019","2019","2503.604404"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2020","2020","2708.712699"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2021","2021","2886.618303"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Celkem","0","","","Česko","CZ","2022","2022","3298.37709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","1309.115754"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","1338.599484"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","1352.003668"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","1345.654356"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","1448.092389"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","1505.701884"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","1584.418747"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","1706.469278"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","1812.66951"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","1916.004404"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","2223.512699"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","2221.818303"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","2501.17709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2010","2010","258.4108637"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2011","2011","266.6860296"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2012","2012","282.4840737"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2013","2013","290.3830957"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2014","2014","311.0710106"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2015","2015","329.6"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2016","2016","350"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2017","2017","345.6"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2018","2018","466"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2019","2019","587.6"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2020","2020","485.2"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2021","2021","664.8"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Domácnosti","HF3","","","Česko","CZ","2022","2022","797.2"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","1309.115754"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","1338.599484"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","1352.003668"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","1345.654356"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","1448.092389"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","1505.701884"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","1584.418747"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","1706.469278"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","1812.66951"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","1916.004404"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","2223.512699"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","2221.818303"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Zobrazovací metody","HC42","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","2501.17709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2010","2010","7065.56597"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2011","2011","7298.271573"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2012","2012","7405.744284"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2013","2013","7446.155116"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2014","2014","7673.094485"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Doplňkové služby","HC4","Doprava pacientů","HC43","","","Celkem","0","","","Česko","CZ","2015","2015","7920.364568"
