"rok","pohlavi","vek_kod","vek_nazev","okres_lau_kod","okres_nazev","kraj_nuts_kod","kraj_nazev","pocet_vysetrenych","pocet_abnormalnich"
"2012","Z",66025100.0,"25–59 let","CZ0714","Prerov","CZ071","Olomoucky kraj",16509.0,626.0
"2012","Z",66025100.0,"25–59 let","CZ0715","Sumperk","CZ071","Olomoucky kraj",16413.0,583.0
"2012","Z",66025100.0,"25–59 let","CZ0721","Kromeriz","CZ072","Zlinsky kraj",13746.0,302.0
"2012","Z",66025100.0,"25–59 let","CZ0722","Uherske Hradiste","CZ072","Zlinsky kraj",19141.0,361.0
"2012","Z",66025100.0,"25–59 let","CZ0723","Vsetin","CZ072","Zlinsky kraj",17906.0,836.0
"2012","Z",66025100.0,"25–59 let","CZ0724","Zlin","CZ072","Zlinsky kraj",25452.0,787.0
"2012","Z",66025100.0,"25–59 let","CZ0801","Bruntal","CZ080","Moravskoslezsky kraj",12472.0,592.0
"2012","Z",66025100.0,"25–59 let","CZ0802","Frydek-Mistek","CZ080","Moravskoslezsky kraj",25722.0,1249.0
"2012","Z",66025100.0,"25–59 let","CZ0803","Karvina","CZ080","Moravskoslezsky kraj",24255.0,1937.0
"2012","Z",66025100.0,"25–59 let","CZ0804","Novy Jicin","CZ080","Moravskoslezsky kraj",18719.0,1271.0
"2012","Z",66025100.0,"25–59 let","CZ0805","Opava","CZ080","Moravskoslezsky kraj",23121.0,1405.0
"2012","Z",66025100.0,"25–59 let","CZ0806","Ostrava-mesto","CZ080","Moravskoslezsky kraj",38014.0,3199.0
"2013","Z",66025100.0,"25–59 let","CZ0100","Praha","CZ010","Hlavni mesto Praha",162126.0,6087.0
"2013","Z",66025100.0,"25–59 let","CZ0201","Benesov","CZ020","Stredocesky kraj",13118.0,842.0
"2013","Z",66025100.0,"25–59 let","CZ0202","Beroun","CZ020","Stredocesky kraj",12396.0,495.0
"2013","Z",66025100.0,"25–59 let","CZ0203","Kladno","CZ020","Stredocesky kraj",21561.0,800.0
"2013","Z",66025100.0,"25–59 let","CZ0204","Kolin","CZ020","Stredocesky kraj",13183.0,493.0
"2013","Z",66025100.0,"25–59 let","CZ0205","Kutna Hora","CZ020","Stredocesky kraj",9833.0,325.0
"2013","Z",66025100.0,"25–59 let","CZ0206","Melnik","CZ020","Stredocesky kraj",13981.0,551.0
